date,customer_request,agent_reply,topic,topic_probability,theme
2023-07-10,Ich brauche eine Schulung für die CNCF-500.,"Sehr geehrte Damen und Herren,
wir bieten regelmäßig Schulungen für die CNCF-500 an. Die aktuellen Termine und Preise finden Sie auf unserer Webseite im Bereich Schulungen.  Alternativ können wir auch eine individuelle Schulung vor Ort für Sie organisieren.",0,1.0,Schulung & Inbetriebnahme
2023-07-28,Ich habe Probleme mit der Inbetriebnahme der HP-150. Können Sie mir helfen?,"Sehr geehrte Damen und Herren,
gerne unterstützen wir Sie bei der Inbetriebnahme der HP-150. Bitte stellen Sie sicher, dass alle Kabel korrekt angeschlossen sind und die Maschine mit Strom versorgt wird.  Ein detailliertes Inbetriebnahme-Handbuch finden Sie im Downloadbereich unserer Webseite. Sollten Sie weitere Unterstützung benötigen, kontaktieren Sie uns bitte.",0,0.32864183815341635,Schulung & Inbetriebnahme
2023-08-15,Wann kommt meine Bestellung? Bestellnummer 20230815-01.,"Sehr geehrte Damen und Herren,
Wir prüfen den Status Ihrer Bestellung mit der Bestellnummer 20230815-01 umgehend und informieren Sie schnellstmöglich.",6,1.0,Lieferung & Bestellung
2023-09-05,Ich brauche ein Angebot für Ersatzteile für die SNU-200. Spindel und Sensor.,"Sehr geehrte Damen und Herren,
Gerne erstellen wir Ihnen ein Angebot für Spindel und Sensor für Ihre SNU-200. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit.",2,0.1412499410142978,Lieferung & Bestellung
2023-10-20,Die Hydraulik der DM-500 macht komische Geräusche.,"Sehr geehrte Damen und Herren,
Komische Geräusche der Hydraulik können auf Luft im System oder einen niedrigen Ölstand hindeuten. Bitte prüfen Sie zunächst den Ölstand.  Sollte das Problem weiterhin bestehen, notieren Sie sich bitte die genaue Art des Geräusches und unter welchen Bedingungen es auftritt.",-1,0.0,Lieferung & Bestellung
2023-11-12,Software Version 2.5 – Absturz beim Speichern!,"Sehr geehrte Damen und Herren,
Ein Absturz beim Speichern mit Version 2.5 ist bekannt.  Wir empfehlen Ihnen, auf die neueste Version 2.6 zu aktualisieren. Sie finden diese im Downloadbereich.",1,1.0,Software & IT
2023-12-03,Ich benötige Informationen zum Wartungsplan für die CNCF-500. Und gibt es ein Angebot für Ersatzteile?,"Sehr geehrte Damen und Herren,
Informationen zum Wartungsplan der CNCF-500 finden Sie im Handbuch.  Für ein Angebot für Ersatzteile benötigen wir die Seriennummer Ihrer Maschine und eine Liste der gewünschten Teile.",2,0.16452802831483002,Lieferung & Bestellung
2023-12-18,Ich habe eine Frage zur Garantie der SCS-100. Keine Seriennummer vorhanden.,"Sehr geehrte Damen und Herren,
Um Ihre Garantieabwicklung zu prüfen, benötigen wir die Seriennummer Ihrer SCS-100. Können Sie uns diese bitte mitteilen? Ohne Seriennummer können wir keine Auskunft geben.",3,0.15898097783131276,Garantie & Reklamation
2023-01-15,"Hallo, ich habe am 10.01. eine DM-500 bestellt. Bisher keine Versandbestätigung erhalten. Können Sie bitte prüfen, wo meine Bestellung bleibt?","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir prüfen gerne den Status Ihrer Bestellung. Bitte geben Sie uns Ihre Bestellnummer an, damit wir dies umgehend nachverfolgen können. Sobald wir die Bestellnummer haben, können wir Ihnen Auskunft über den aktuellen Bearbeitungsstand und das voraussichtliche Versanddatum geben.",10,1.0,Lieferung & Bestellung
2023-01-22,Ich benötige dringend Ersatzteile für meine FSL-300. Insbesondere einen neuen Sensor. Wie kann ich ein Angebot anfordern?,"Sehr geehrte Damen und Herren,

Ersatzteile für die FSL-300 können Sie über unser Online-Portal oder per E-Mail anfordern. Bitte geben Sie die Seriennummer Ihrer Maschine und die genaue Artikelnummer des benötigten Sensors an. Im Online-Portal finden Sie auch eine Explosionszeichnung, die Ihnen bei der Identifizierung des richtigen Teils helfen kann.",2,0.288096447904204,Lieferung & Bestellung
2023-02-05,Die CNCF-500 zeigt immer wieder eine Übertemperaturwarnung. Was bedeutet das und was kann ich tun?,"Sehr geehrte Damen und Herren,

Eine Übertemperaturwarnung deutet auf ein Problem mit der Kühlung hin. Bitte überprüfen Sie zunächst, ob die Kühlschläuche frei sind und der Kühlkreislauf ordnungsgemäß funktioniert. Lesen Sie dazu auch das entsprechende Kapitel im Handbuch. Sollte das Problem weiterhin bestehen, notieren Sie sich bitte die genaue Fehlermeldung und die Umstände, unter denen sie auftritt, und kontaktieren Sie uns erneut.",5,0.4952638014654341,Sonstiges
2023-02-18,"Die Software stürzt ständig ab, wenn ich eine DXF-Datei importiere. Version 2.3. Was kann ich machen?","Sehr geehrte Damen und Herren,

Ein Absturz beim Import von DXF-Dateien kann verschiedene Ursachen haben. Bitte stellen Sie sicher, dass die DXF-Datei korrekt formatiert ist und keine ungültigen Elemente enthält. Versuchen Sie, eine ältere Version der Datei zu importieren oder die Software neu zu installieren. Falls das Problem weiterhin besteht, senden Sie uns bitte die DXF-Datei zur Analyse zu.",7,1.0,Software & IT
2023-03-01,Wann ist die nächste Wartung für die SCS-100 fällig? Wo finde ich den Wartungsplan?,"Sehr geehrte Damen und Herren,

Die Wartungsintervalle für die SCS-100 finden Sie im Handbuch im Downloadbereich unserer Website. Dort ist ein detaillierter Wartungsplan aufgeführt. Die Häufigkeit der Wartung hängt von der Nutzung der Maschine ab. Überprüfen Sie bitte die Betriebsstunden und planen Sie die Wartung entsprechend.",9,1.0,Wartung & Service
2023-03-12,Meine SNU-200 ist defekt (Spindel). Ich habe sie erst vor 6 Monaten gekauft. Was nun?,"Sehr geehrte Damen und Herren,

Bitte geben Sie uns die Seriennummer Ihrer SNU-200 und Ihre Bestellnummer an, damit wir die Garantiebedingungen prüfen können. Beschreiben Sie bitte auch den Defekt so genau wie möglich. Wir werden dann prüfen, ob ein Garantieanspruch besteht und Ihnen die weiteren Schritte mitteilen.",-1,0.0,Lieferung & Bestellung
2023-04-08,Ich benötige eine Schulung für die HP-150. Bieten Sie auch eine Inbetriebnahme vor Ort an?,"Sehr geehrte Damen und Herren,

Wir bieten regelmäßige Schulungen für die HP-150 an. Die aktuellen Termine finden Sie auf unserer Website. Eine Inbetriebnahme vor Ort ist ebenfalls möglich. Bitte kontaktieren Sie uns, um einen Termin zu vereinbaren und die Kosten zu besprechen.",0,1.0,Schulung & Inbetriebnahme
2023-04-20,Wo finde ich die Bedienungsanleitung für die DM-500?,"Sehr geehrte Damen und Herren,

Die Bedienungsanleitung für die DM-500 finden Sie im Downloadbereich auf unserer Website. Dort können Sie die Anleitung als PDF-Datei herunterladen.",0,0.11015925495041115,Schulung & Inbetriebnahme
2023-05-02,Ich warte schon 2 Wochen auf Ersatzteile (Artikelnummer 12345). Was ist da los?,"Sehr geehrte Damen und Herren,

Wir entschuldigen uns für die Verzögerung. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Ersatzteilbestellung prüfen können. Wir werden Ihnen umgehend Auskunft geben.",6,0.31493302287333114,Lieferung & Bestellung
2023-05-15,CNCF-500: Druckabfall im Hydrauliksystem. Was tun?,"Sehr geehrte Damen und Herren,

Ein Druckabfall im Hydrauliksystem kann verschiedene Ursachen haben. Überprüfen Sie zunächst alle Anschlüsse auf Dichtigkeit und prüfen Sie den Ölstand.  Sollte das Problem weiterhin bestehen, notieren Sie sich bitte die genaue Fehlermeldung und kontaktieren Sie unseren technischen Support.",4,0.2093087332604641,Ersatzteile & Technik
2023-06-01,Die Software hängt sich immer wieder auf. Kann ich ein Update machen?,"Sehr geehrte Damen und Herren,

Es ist immer ratsam, die neueste Softwareversion zu verwenden. Überprüfen Sie auf unserer Website, ob ein Update verfügbar ist. Bevor Sie das Update installieren, erstellen Sie bitte ein Backup Ihrer Daten.",1,1.0,Software & IT
2023-06-18,Wartungsplan für SCS-100 – wie oft Ölwechsel?,"Sehr geehrte Damen und Herren,

Die Ölwechselintervalle für die SCS-100 finden Sie im Wartungsplan im Handbuch.  Die Intervalle sind abhängig von der Betriebsdauer und den Betriebsbedingungen.",13,1.0,Wartung & Service
2023-07-05,Defekt an DM-500 innerhalb der Garantiezeit. Wie gehe ich vor?,"Sehr geehrte Damen und Herren,

Bitte geben Sie uns die Seriennummer der DM-500 und Ihre Bestellnummer an. Beschreiben Sie den Defekt so detailliert wie möglich. Wir prüfen dann die Garantiebedingungen und die weiteren Schritte.",14,1.0,Garantie & Reklamation
2023-07-22,Ich brauche Hilfe bei der Inbetriebnahme der FSL-300.,"Sehr geehrte Damen und Herren,

Wir bieten Unterstützung bei der Inbetriebnahme der FSL-300 an. Sie können einen unserer Techniker beauftragen, der Sie vor Ort unterstützt. Bitte kontaktieren Sie uns für einen Termin und ein Angebot.",0,0.32116430832824805,Schulung & Inbetriebnahme
2023-08-10,Lieferstatus Bestellung #1234 – DM-500,"Sehr geehrte Damen und Herren,

Ihre Bestellung #1234 mit der DM-500 wurde am 05.08. versandt. Die Sendungsnummer lautet XYZ123. Sie können den Versandstatus unter [Link zur Sendungsverfolgung] verfolgen.",-1,0.0,Lieferung & Bestellung
2023-09-03,"Sensor defekt, FSL-300, welche Teile passen?","Sehr geehrte Damen und Herren,

Um Ihnen die passenden Ersatzteile für den Sensor der FSL-300 nennen zu können, benötigen wir die genaue Artikelnummer des Sensors und die Seriennummer Ihrer Maschine.",8,1.0,Ersatzteile & Technik
2023-09-19,CNCF-500: Fehlermeldung E123 – was bedeutet das?,"Sehr geehrte Damen und Herren,

Die Fehlermeldung E123 bei der CNCF-500 deutet auf ein Problem mit dem Spindelencoder hin. Bitte überprüfen Sie die Verkabelung des Encoders und kontaktieren Sie unseren technischen Support, wenn das Problem weiterhin besteht.",8,0.4152291397831099,Ersatzteile & Technik
2023-10-12,Software Update SNU-200 – wo finde ich es? Version 1.8,"Sehr geehrte Damen und Herren,

Das neueste Softwareupdate für die SNU-200 (Version 2.0) finden Sie im Downloadbereich unserer Website. Bitte lesen Sie die Installationsanleitung sorgfältig durch, bevor Sie das Update installieren.",1,0.8956623938867305,Software & IT
2023-11-01,Wartung HP-150 – Spezialwerkzeug benötigt?,"Sehr geehrte Damen und Herren,

Für bestimmte Wartungsarbeiten an der HP-150 werden Spezialwerkzeuge benötigt. Eine Liste der benötigten Werkzeuge finden Sie im Wartungsplan im Handbuch.",12,1.0,Wartung & Service
2023-12-08,Reklamation SCS-100 – defekt nach 3 Monaten. Bestellnr. 5678.,"Sehr geehrte Damen und Herren,

Wir haben Ihre Reklamation für die SCS-100 (Bestellnr. 5678) erhalten. Wir werden den Fall prüfen und uns umgehend mit Ihnen in Verbindung setzen, um die weiteren Schritte zu besprechen. Beschreiben Sie bitte den Defekt genauer.",3,0.09505500754242004,Garantie & Reklamation
2023-01-15,"Hallo, ich habe am 02.01.2023 eine DM-500 bestellt. Bisher keine Versandbestätigung erhalten. Wo ist mein Gerät?","Guten Tag. Ihre Bestellung vom 02.01.2023 für die DM-500 wird geprüft. Bitte geben Sie Ihre Bestellnummer an, damit wir den Status umgehend überprüfen können. Normalerweise erhalten Sie innerhalb von 24-48 Stunden nach Bestellung eine Versandbestätigung per E-Mail.",10,1.0,Lieferung & Bestellung
2023-01-22,"Ich benötige ein Ersatzteil für meine FSL-300. Genauer gesagt, den Sensor XY123. Was kostet das und wie lange dauert die Lieferung?","Guten Tag. Für den Sensor XY123 für Ihre FSL-300 erstellen wir Ihnen gerne ein Angebot. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, damit wir das korrekte Ersatzteil identifizieren und die Verfügbarkeit prüfen können. Die Lieferzeit beträgt in der Regel 3-5 Werktage nach Auftragserteilung.",2,0.354114197981367,Lieferung & Bestellung
2023-02-05,Die CNCF-500 zeigt eine Übertemperaturwarnung. Was bedeutet das?,"Guten Tag. Eine Übertemperaturwarnung an Ihrer CNCF-500 deutet auf eine mögliche Überlastung oder einen Defekt im Kühlsystem hin. Bitte überprüfen Sie, ob die Kühlmittelstände korrekt sind und ob die Lüfter ordnungsgemäß funktionieren. Im Handbuch im Downloadbereich finden Sie weitere Informationen zur Fehlerbehebung.",5,0.41326933073625244,Sonstiges
2023-02-18,"Die Software stürzt ständig ab, wenn ich eine DXF-Datei importiere. Version 2.1. Wie kann ich das beheben?","Guten Tag. Abstürze beim DXF-Import können verschiedene Ursachen haben. Bitte stellen Sie sicher, dass Ihre DXF-Datei korrekt formatiert ist und keine fehlerhaften Elemente enthält. Aktualisieren Sie ggf. die Software auf die neueste Version.  Weitere Informationen finden Sie in der Online-Hilfe.",7,1.0,Software & IT
2023-03-01,Wann muss ich die SNU-200 das erste Mal warten lassen?,"Guten Tag. Die SNU-200 hat einen Wartungsplan, der im Handbuch im Downloadbereich detailliert beschrieben ist. Die erste Wartung ist in der Regel nach 500 Betriebsstunden fällig. Bitte beachten Sie die spezifischen Anforderungen für Ihre Anwendung.",9,0.33627825782182286,Wartung & Service
2023-03-10,Meine SCS-100 ist defekt. Ich habe sie erst vor 6 Monaten gekauft. Was kann ich tun?,"Guten Tag. Bitte teilen Sie uns Ihre Bestellnummer und die Seriennummer der SCS-100 mit, damit wir den Kaufzeitpunkt und die Garantiebedingungen prüfen können. Beschreiben Sie bitte auch den Defekt so genau wie möglich.",-1,0.0,Lieferung & Bestellung
2023-04-03,Bieten Sie Schulungen für die HP-150 an? Ich muss meine Mitarbeiter einarbeiten.,"Guten Tag. Ja, wir bieten Schulungen für die HP-150 an.  Informationen zu den Schulungsinhalten, Terminen und Preisen finden Sie auf unserer Website im Bereich 'Schulungen' oder Sie kontaktieren uns direkt für ein individuelles Angebot.",0,0.738787461332361,Schulung & Inbetriebnahme
2023-04-20,Wo ist meine Bestellung? Bestellnummer 20230410-01. DM-500,"Guten Tag. Ihre Bestellung 20230410-01 für eine DM-500 ist bereits versandt. Sie erhalten eine Sendungsverfolgungsnummer per E-Mail, sobald diese verfügbar ist.  Falls Sie die E-Mail nicht finden können, teilen Sie uns dies bitte mit.",6,1.0,Lieferung & Bestellung
2023-05-12,Brauche Ersatzteil für FSL-300. Spindel defekt.,"Guten Tag. Für die Spindel Ihrer FSL-300 erstellen wir Ihnen gerne ein Angebot. Bitte geben Sie die Seriennummer der Maschine an, damit wir die richtige Spindel auswählen können.",2,0.27659897251668825,Lieferung & Bestellung
2023-05-25,Fehler an CNCF-500. Hydraulikdruck zu niedrig.,Guten Tag. Ein niedriger Hydraulikdruck an Ihrer CNCF-500 kann verschiedene Ursachen haben. Überprüfen Sie den Ölstand und die Funktion der Hydraulikpumpe.  Im Handbuch finden Sie eine detaillierte Anleitung zur Fehlerbehebung.,4,0.15579279305448823,Ersatzteile & Technik
2023-06-08,Software Version 2.1 geht immer wieder auf. Neustart hilft nicht!,Guten Tag. Ein wiederholtes Auftreten von Software Version 2.1 deutet auf ein Problem mit der Installation hin.  Bitte deinstallieren Sie die Software vollständig und installieren Sie sie neu.  Sichern Sie vorher unbedingt Ihre Daten.,1,1.0,Software & IT
2023-06-22,Wartungsplan SNU-200? Wie oft Ölwechsel?,Guten Tag. Der Wartungsplan für die SNU-200 ist im Handbuch im Downloadbereich aufgeführt.  Der Ölwechsel ist in der Regel alle 1000 Betriebsstunden erforderlich.  Beachten Sie die spezifischen Anforderungen für Ihre Anwendung.,13,1.0,Wartung & Service
2023-07-01,Garantie SCS-100. Defekt innerhalb 8 Monaten.,Guten Tag. Bitte teilen Sie uns Ihre Bestellnummer und die Seriennummer der SCS-100 mit. Wir prüfen dann die Garantiebedingungen und informieren Sie über die nächsten Schritte.,3,0.10257265698514861,Garantie & Reklamation
2023-07-15,Ich brauche eine Schulung für die Inbetriebnahme der HP-150. Wann geht das?,Guten Tag. Wir bieten regelmäßige Schulungen für die Inbetriebnahme der HP-150 an.  Die aktuellen Termine finden Sie auf unserer Website im Bereich 'Schulungen'.  Gerne können wir auch einen individuellen Termin vereinbaren.,0,0.8133464813128002,Schulung & Inbetriebnahme
2023-08-05,Bestellung 20230801-02. Lieferung verzögert?,"Guten Tag. Ihre Bestellung 20230801-02 ist aufgrund hoher Auftragslage leicht verzögert. Wir arbeiten mit Hochdruck an der Auslieferung und informieren Sie, sobald ein konkreter Liefertermin feststeht.",11,0.23776345264541854,Lieferung & Bestellung
2023-08-20,Ersatzteil Angebot für DM-500. Artikelnummer 456789.,"Guten Tag. Für das Ersatzteil mit der Artikelnummer 456789 für Ihre DM-500 erstellen wir Ihnen umgehend ein Angebot.  Bitte geben Sie uns die Seriennummer Ihrer Maschine, um die Kompatibilität sicherzustellen.",3,0.09494597749036322,Garantie & Reklamation
2023-09-10,Fehlermeldung an CNCF-500: Sensor defekt!,Guten Tag. Eine Fehlermeldung bezüglich eines defekten Sensors an Ihrer CNCF-500 erfordert eine genauere Diagnose. Bitte geben Sie die genaue Fehlermeldung an und teilen Sie uns die Seriennummer der Maschine mit.,8,1.0,Ersatzteile & Technik
2023-09-25,"Software stürzt ab, DXF Import geht nicht. Hab Version 2.2.","Guten Tag. Abstürze beim DXF-Import mit Version 2.2 können durch fehlerhafte DXF-Dateien verursacht werden.  Bitte prüfen Sie die Datei auf Fehler oder versuchen Sie, eine andere DXF-Datei zu importieren.  Ein Update auf die neueste Version kann ebenfalls helfen.",7,1.0,Software & IT
2023-10-02,Wartung. Benötige Spezialwerkzeug für SNU-200?,Guten Tag. Für die Wartung der SNU-200 benötigen Sie möglicherweise spezielles Werkzeug. Eine Liste des benötigten Werkzeugs finden Sie im Handbuch im Downloadbereich.,12,1.0,Wartung & Service
