row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
62,2024-02-02,Wir brauchen dringend Ersatz für die HP-150. Irgendwas mit dem Kühlmittelregler. Können Sie uns helfen?,"Guten Tag, vielen Dank für Ihre Nachricht. Um Ihnen beim Kühlmittelregler der HP-150 gezielt helfen zu können, benötigen wir bitte die Seriennummer der Maschine sowie idealerweise die Artikelnummer des defekten Reglers. Alternativ können Sie uns auch ein Foto des Bauteils zukommen lassen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
63,2024-02-03,Brauche Angebot für Ersatzteil DM-500. Teilnr 88-21-A. Wie lange Lieferzeit?,"Guten Tag. Vielen Dank für Ihre Anfrage. Wir prüfen aktuell die Verfügbarkeit der Artikelnummer 88-21-A für das Modell DM-500. Bitte beachten Sie, dass die Lieferzeit von der aktuellen Lagerlage abhängt. Wir melden uns mit einer konkreten Zeitangabe und einem Preisangebot bei Ihnen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
64,2024-02-03,Warum stürzt meine CNCF-500 ständig ab? Seit dem letzten Mal geht gar nichts mehr mit den Zeichnungen.,"Guten Tag. Es tut uns leid, dass die CNCF-500 aktuell nicht zuverlässig arbeitet. Um Ihnen gezielt helfen zu können, benötigen wir die Seriennummer Ihres Geräts und die Information, ob der Absturz unmittelbar beim Öffnen oder erst während des Importvorgangs von Zeichnungen erfolgt.",Software-Problem,Software-Problem,0.85
65,2024-02-03,Brauche Schulung für FSL-300. Melden Sie sich.,"Guten Tag, wir unterstützen Sie gerne bei der Schulung für die FSL-300. Damit wir den richtigen Schulungstyp (Vor-Ort oder Remote) planen können, senden Sie uns bitte noch die zugehörige Bestellnummer oder die Seriennummer der Anlage zu. Vielen Dank.",Schulung,Schulung,1
66,2024-02-04,"Moin, unser FSL-300 macht Zicken. Wenn wir Zeichnungen importieren wollen, geht das Programm einfach aus. Haben wir da ein Problem mit dem neuen Patch?","Moin, vielen Dank für Ihre Nachricht. Um zu prüfen, ob der Patch die Ursache ist, benötigen wir Ihre aktuelle Softwareversion und die genaue Artikelnummer des installierten Moduls. Bitte versuchen Sie testweise, eine sehr kleine DXF-Datei zu importieren, um zu sehen, ob der Fehler dateispezifisch ist.",Software-Problem,Software-Problem,0.9
67,2024-02-04,Reklamation wegen defektem Display an der FSL-300. Das Teil reagiert gar nicht mehr. Art.Nr. 8829-X. Bitte um schnelle Rückmeldung!,"Guten Tag. Wir haben Ihre Reklamation zur FSL-300 (Art.Nr. 8829-X) erhalten. Damit wir den Vorgang im System anlegen können, benötigen wir zwingend noch die Seriennummer des Geräts. Bitte lassen Sie uns diese zeitnah zukommen, damit wir die Prüfung der Garantiebedingungen einleiten können.",Garantie-Reklamation,Garantie-Reklamation,0.8
68,2024-02-04,"Sehr geehrte Damen und Herren, im Rahmen unserer Qualitätssteigerung planen wir, das Personal an der CNCF-500 intensiver zu schulen. Bieten Sie hierfür Vor-Ort-Termine an oder führen Sie die Trainings online durch?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir bieten sowohl Präsenzschulungen direkt an Ihrer Anlage als auch digitale Trainingsmodule an. Um ein maßgeschneidertes Angebot zu erstellen, bitten wir um die Angabe der Seriennummer Ihrer CNCF-500 sowie der gewünschten Schwerpunkte der Schulung.",Schulung,Schulung,1
69,2024-02-04,"Wir haben Probleme bei der Bedienung der CNCF-500. Ein Training wäre sinnvoll, um Fehler zu vermeiden. Bitte um Info zu Ablauf und Kosten.","Guten Tag. Gerne unterstützen wir Sie durch eine gezielte Schulung, um die Bedienung Ihrer CNCF-500 zu optimieren. Bitte teilen Sie uns die Seriennummer der Maschine sowie die spezifischen Anwendungsbereiche mit, auf die wir im Training besonders eingehen sollen. Im Anschluss erhalten Sie ein detailliertes Angebot.",Schulung,Schulung,1
70,2024-02-05,"Sehr geehrte Damen und Herren, bezüglich unserer Bestellung vom 12. des Monats (CNCF-500, Bestellnr: 11029) wollten wir anfragen, ob der Versand bereits veranlasst wurde, da uns bisher keine Tracking-Nummer vorliegt.","Guten Tag. Vielen Dank für Ihre Anfrage. Wir prüfen den Status der Bestellung 11029. Falls die Maschine bereits unser Werk verlassen hat, senden wir Ihnen die Tracking-Nummer umgehend nach.",Lieferstatus,Lieferstatus,1
71,2024-02-05,Dringend!!! Ersatzteil für SCS-100 benötigt. Die Steuereinheit spinnt. Was kostet das und wann kommt das?,"Guten Tag, wir verstehen die Dringlichkeit Ihres Anliegens. Um Ihnen ein präzises Angebot für die Steuereinheit der SCS-100 erstellen zu können, benötigen wir zwingend die Seriennummer der Maschine sowie die Softwareversion, die aktuell auf dem Gerät läuft.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
72,2024-02-07,"Sehr geehrte Damen und Herren, bezüglich unserer Bestellung der CNCF-500 vom 12.03. (Bestellnummer: 445-001) fehlt uns noch die Tracking-Nummer. Können Sie uns diese bitte nachreichen?","Guten Tag. Ich habe Ihre Bestellung 445-001 geprüft. Die CNCF-500 wurde heute Morgen an unseren Spediteur übergeben. Die Tracking-Nummer wird Ihnen in einer separaten E-Mail zugestellt, sobald das System des Logistikpartners den Scanvorgang bestätigt hat.",Lieferstatus,Lieferstatus,1
73,2024-02-08,Fehler Druck zu niedrig bei HP-150. Was tun?,"Guten Tag, für eine gezielte Unterstützung benötigen wir weitere Informationen. Bitte nennen Sie uns die genaue Fehlermeldung (inkl. Fehlercode) sowie die Seriennummer Ihrer HP-150. Prüfen Sie vorab, ob die Druckluftversorgung stabil ist und keine Leckagen an den Schlauchverbindungen vorliegen.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
74,2024-02-08,"Adressänderung! Wir ziehen um. Neue Anschrift: Industriestraße 12, 80331 München.","Guten Tag, wir haben Ihre Mitteilung zur Adressänderung erhalten. Um den Vorgang korrekt abzuschließen, teilen Sie uns bitte noch kurz mit, für welche Kundennummer oder welche bestehende Bestellung diese Änderung gelten soll. Vielen Dank für Ihre Mithilfe.",Sonstiges,Sonstiges,1
75,2024-02-09,"Hallo, wir haben Probleme mit dem Software-Update auf der SNU-200. Nach dem Einspielen der neuen Version lässt sich kein DXF mehr laden. Hilfe!","Hallo, vielen Dank für Ihre Meldung. Dass nach einem Update Probleme beim DXF-Import auftreten, kann verschiedene Ursachen haben, etwa inkompatible Dateistrukturen oder unvollständige Installationsschritte. Um Ihnen gezielt helfen zu können, senden Sie uns bitte die genaue Versionsnummer der installierten Software sowie die Seriennummer Ihrer SNU-200 zu. Wir werden den Vorgang dann umgehend prüfen.",Software-Problem,Software-Problem,1
76,2024-02-10,Ist die FSL-300 schon auf dem LKW? Wir haben hier noch keine Bestätigung erhalten.,"Guten Tag. Bitte lassen Sie mir Ihre Bestellnummer zukommen, damit ich prüfen kann, ob die FSL-300 bereits für den Versand freigegeben wurde. Ohne diese Information kann ich keine detaillierte Auskunft zum Status geben.",Lieferstatus,Lieferstatus,1
77,2024-02-10,"Die Intervalle für die CNCF-500 sind viel zu kurz, das nervt. Gibt es da keine längeren Zyklen?","Guten Tag. Die Wartungsintervalle der CNCF-500 sind so definiert, dass die Betriebssicherheit und die Präzision der Maschine langfristig gewährleistet bleiben. Eine Abweichung von den vorgegebenen Intervallen kann Auswirkungen auf die Gewährleistung haben. Wir empfehlen, sich an die im Handbuch im Downloadbereich definierten Intervalle zu halten.",Wartung,Wartung,0.7
78,2024-02-10,Ist die SNU-200 auch für den Einsatz in salzhaltiger Umgebung geeignet? Kurze Info bitte.,"Guten Tag, die Eignung der SNU-200 für spezifische Umgebungen hängt von der gewählten Konfiguration ab. Bitte teilen Sie uns die genaue Artikelnummer oder die Seriennummer Ihrer Maschine mit. Wir werden dann die technischen Spezifikationen zur Korrosionsbeständigkeit für Sie prüfen.",Sonstiges,Sonstiges,0.9
79,2024-02-11,"Hallo Support-Team, wir benötigen für unsere SCS-100 eine neue Kühlmittelpumpe. Ist das Teil ab Lager verfügbar oder muss das erst bestellt werden?","Guten Tag, vielen Dank für Ihre Anfrage. Um die Verfügbarkeit der Kühlmittelpumpe für Ihre SCS-100 prüfen zu können, benötigen wir bitte die Seriennummer Ihrer Maschine. Wir prüfen dann umgehend, ob das Teil lagernd ist oder eine längere Lieferzeit in Kauf genommen werden muss.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
80,2024-02-11,"Sehr geehrte ENDI-Support-Abteilung, leider mussten wir feststellen, dass die Sensorik unserer SNU-200 (Bestellung Nr. 44920-B) nicht mehr korrekt arbeitet. Die Sensoren reagieren verzögert. Da der Kauf erst im letzten Quartal erfolgte, möchten wir hiermit formell Reklamation einlegen.","Guten Tag, wir bedauern die Unannehmlichkeiten mit der SNU-200. Bitte senden Sie uns eine detaillierte Beschreibung der Verzögerungen sowie die aktuelle Softwareversion der Steuerung zu. Wir werden dann prüfen, ob eine Reparatur oder ein Austausch im Rahmen der Garantie erfolgt.",Garantie-Reklamation,Garantie-Reklamation,1
81,2024-02-11,"Haben Sie Trainings für die SCS-100? Hab die Seriennummer nicht parat, muss ich suchen. Aber es geht um die neue Version.","Guten Tag, ja, wir bieten Trainings für die SCS-100 an. Sobald Sie die Seriennummer gefunden haben, lassen Sie uns diese bitte zukommen. Da Sie die neue Version erwähnen, ist diese Information besonders wichtig, um die korrekten Schulungsinhalte für Sie vorzubereiten.",Schulung,Schulung,1
82,2024-02-12,Haben Sie ein neues Update für die FSL-300? Die DXF-Funktion spinnt rum und die Kiste stürzt ständig ab.,"Guten Tag, wir prüfen gerne, ob für Ihre FSL-300 ein aktuelles Update verfügbar ist. Bitte nennen Sie uns hierfür die Seriennummer des Geräts sowie die derzeit installierte Softwareversion. Sie können aktuelle Versionen auch jederzeit direkt im Downloadbereich einsehen.",Software-Problem,Software-Problem,0.9
83,2024-02-13,"Sehr geehrter Support, wir warten dringend auf die HP-150. Der Lieferverzug behindert unsere Produktion. Bitte um sofortige Klärung des Status.","Guten Tag. Wir verstehen die Dringlichkeit aufgrund Ihrer Produktionsplanung. Bitte nennen Sie uns Ihre Bestellnummer, damit wir den Status der HP-150 priorisiert prüfen und Ihnen eine Information zum Liefertermin geben können.",Lieferstatus,Lieferstatus,1
84,2024-02-13,"SCS-100 meldet 'Sensor Defekt'. Wir haben das Teil schon mal gereinigt, hat nichts gebracht. Was ist der nächste Schritt?","Guten Tag. Da eine Reinigung keine Besserung brachte, könnte ein elektrischer Defekt vorliegen. Bitte senden Sie uns die Seriennummer der SCS-100 und die genaue Fehlernummer zu. Wir werden dann prüfen, ob ein Austausch des Sensors erforderlich ist.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
85,2024-02-14,"Hallo, ich habe am 12.03. die FSL-300 bestellt (Art.-Nr. 8829-B), aber die Versandbestätigung ist nie angekommen. Können Sie mal schauen?","Guten Tag. Vielen Dank für Ihre Nachricht. Ich habe den Vorgang zu der Artikelnummer 8829-B geprüft. Da uns für eine detaillierte Abfrage der Logistikdaten noch Ihre spezifische Bestellnummer fehlt, bitten wir Sie, uns diese kurz nachzureichen. Wir klären dann sofort mit dem Spediteur, wo sich die FSL-300 befindet.",Lieferstatus,Lieferstatus,1
86,2024-02-14,"Sehr geehrte Damen und Herren, im Rahmen einer Wartung an der SNU-200 haben wir festgestellt, dass der Antriebsriemen verschlissen ist. Bitte senden Sie uns ein Angebot über zwei Stück des entsprechenden Riemens zu. Die Maschinen-ID ist SNU-8821.",Guten Tag. Vielen Dank für Ihre Nachricht. Wir erstellen Ihnen gerne ein Angebot über zwei Antriebsriemen für die SNU-200 (ID: SNU-8821). Wir prüfen die Bestände und senden Ihnen die Kalkulation sowie die Lieferzeitinformationen kurzfristig zu.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
87,2024-02-14,"Angebot bitte: Ersatzplatte für SCS-100, Art 55432. Lieferzeit?","Guten Tag, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für die Ersatzplatte (Art.-Nr. 55432) zur SCS-100. Die Lieferzeit geben wir Ihnen im Angebot explizit an.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
88,2024-02-14,snu-200 training anfragen. bitte um info.,"Guten Tag, gerne informieren wir Sie über unsere Trainingsmöglichkeiten für die SNU-200. Damit wir Ihnen die passenden Module anbieten können, teilen Sie uns bitte die Seriennummer der Maschine und Ihren Standort mit.",Schulung,Schulung,1
89,2024-02-15,Wo bleibt die FSL-300? Bestellung Nr. 88291 ist überfällig.,Guten Tag. Wir prüfen den Lieferstatus der FSL-300 aus der Bestellung 88291 gerne für Sie. Wir setzen uns umgehend mit der Versandabteilung in Verbindung und melden uns mit einem Update bei Ihnen.,Lieferstatus,Lieferstatus,1
90,2024-02-15,"Die Maschine CNCF-500 macht komische Geräusche. Ich glaube, ein Lager ist durch. Schickt mir mal ne Preisanfrage für Ersatz. Keine Ahnung welche Nummer das Teil hat.","Guten Tag. Um das passende Lager für Ihre CNCF-500 zu identifizieren, benötigen wir bitte die Seriennummer der Maschine sowie – falls möglich – ein Foto des Typenschilds oder des defekten Bauteils. Alternativ finden Sie die Teilenummer in Ihrem technischen Handbuch im Downloadbereich.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
91,2024-02-15,Ersatzteil für DM-500 gesucht. Bitte um Rückmeldung.,"Guten Tag. Um Ihnen bei der Suche nach dem passenden Ersatzteil für Ihre DM-500 behilflich zu sein, benötigen wir weitere Informationen. Bitte nennen Sie uns die Artikelnummer des benötigten Teils oder die Seriennummer Ihrer Maschine, damit wir die Kompatibilität verifizieren können.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
92,2024-02-16,"Sehr geehrte Damen und Herren, bitte senden Sie uns ein Angebot für die folgenden Teile: 1x Filterelement (Art. 441), 1x O-Ring (Art. 009). Maschine: DM-500.","Guten Tag. Gerne erstellen wir Ihnen das gewünschte Angebot für das Filterelement und den O-Ring. Um die Kompatibilität mit Ihrer DM-500 sicherzustellen, benötigen wir bitte noch die Seriennummer Ihrer Maschine.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
93,2024-02-16,Warum funktioniert der DXF-Import seit dem letzten Update auf der HP-150 nicht mehr? Das ist extrem nervig!,"Guten Tag, wir bedauern die Unannehmlichkeiten. Bitte prüfen Sie, ob die DXF-Dateien im ASCII-Format vorliegen. Um die Kompatibilität des Updates zu verifizieren, benötigen wir bitte Ihre Seriennummer und die aktuelle Softwareversion.",Software-Problem,Software-Problem,0.95
94,2024-02-17,"Hallo, unsere HP-150 zeigt Fehler 09. Haben wir noch Garantie? Bestellnummer 11-992.","Guten Tag. Vielen Dank für Ihre Nachricht. Wir prüfen gerne den Garantiestatus für Ihre HP-150 anhand der Bestellnummer 11-992. Um die Fehlerursache schneller zu identifizieren, geben Sie uns bitte zusätzlich die Seriennummer der Maschine an.",Garantie-Reklamation,Garantie-Reklamation,0.9
95,2024-02-17,Brauchen Training für die neue Maschine. Melden Sie sich.,"Hallo. Damit wir das passende Schulungsprogramm für Sie auswählen können, teilen Sie uns bitte mit, um welches Modell es sich handelt und wie viele Mitarbeiter teilnehmen sollen. Wir senden Ihnen dann die entsprechenden Informationen zu.",Schulung,Schulung,1
96,2024-02-17,"Moin, brauchen ne Einweisung für die neuen Geräte. Welche Modelle habt ihr da im Programm für das Training?","Moin. Wir bieten Trainings für unser gesamtes aktuelles Sortiment an, unter anderem für die DM-Serie, FSL-Serie und die CNC-Modelle. Damit wir Ihnen die passenden Unterlagen senden können, lassen Sie uns bitte wissen, welche Maschinen bei Ihnen im Einsatz sind oder geplant sind.",Schulung,Schulung,1
97,2024-02-17,"Wir benötigen eine Änderung der Rechnungsanschrift für unsere laufende Bestellung der HP-150 (Art-Nr: 4402). Die neue Adresse lautet: Gewerbepark Ost, 50667 Köln.",Guten Tag. Vielen Dank für die Information. Wir werden die Rechnungsanschrift für Ihre Bestellung der HP-150 entsprechend anpassen.,Sonstiges,Sonstiges,1
98,2024-02-18,"Sehr geehrte Damen und Herren, wir warten nun schon seit über zwei Wochen auf die Lieferung der bestellten DM-500 Fräsmaschine. Bisher haben wir keinerlei Informationen zum Versand erhalten. Bitte teilen Sie uns den aktuellen Status mit.","Guten Tag. Vielen Dank für Ihre Nachricht. Ich werde den aktuellen Status Ihrer DM-500 umgehend für Sie prüfen. Damit ich die Sendungsverfolgung direkt aufrufen kann, benötige ich bitte Ihre Bestellnummer. Sobald mir diese vorliegt, melde ich mich mit einem Update bei Ihnen.",Lieferstatus,Lieferstatus,1
99,2024-02-19,DM-500 läuft nicht wie sie soll. Wahrscheinlich Garantie? Bitte um Rückmeldung.,"Guten Tag, um dies beurteilen zu können, benötigen wir bitte die Seriennummer der DM-500 sowie eine detaillierte Fehlerbeschreibung. Wir werden den Fall nach Erhalt der Informationen umgehend prüfen.",Garantie-Reklamation,Garantie-Reklamation,0.85
100,2024-02-19,"Guten Tag, ist es möglich, über Sie ein Praktikum im Bereich Qualitätsmanagement zu absolvieren? Ich studiere im 5. Semester.",Guten Tag. Vielen Dank für Ihre Anfrage. Für Praktikumsanfragen im Bereich Qualitätsmanagement wenden Sie sich bitte direkt an unsere Personalabteilung. Weitere Informationen zu unseren internen Abläufen finden Sie in den allgemeinen Informationen im Downloadbereich unserer Webseite.,Sonstiges,Sonstiges,1
101,2024-02-20,Lieferstatus HP-150 bitte. Keine Angabe zur Sendung vorhanden.,"Guten Tag, gerne prüfe ich den Lieferstatus der HP-150 für Sie. Bitte teilen Sie mir hierzu Ihre Bestellnummer oder die Seriennummer mit, falls diese bereits bekannt ist. Sobald mir diese Daten vorliegen, leite ich die Abfrage in der Logistik ein.",Lieferstatus,Lieferstatus,1
